stationName,Longitude,Latitude,totalDocks
Hamilton Park,-74.04424731,40.72759597,26
JC Medical Center,-74.04963791,40.71653978,22
Hilltop,-74.0575736,40.7311689,26
Oakland Ave,-74.0524783,40.7376037,26
Brunswick St,-74.0506564,40.7241765,22
Pershing Field,-74.05178863,40.74267714,18
Newark Ave,-74.04630454,40.72152515,22
Christ Hospital,-74.05044364,40.73478582,22
Van Vorst Park,-74.04772663,40.71848892,21
Essex Light Rail,-74.0364857,40.7127742,22
5 Corners Library,-74.05950308,40.73496102,18
47 Ave & 31 St,-73.93561,40.743,27
Baldwin at Montgomery,-74.0641943,40.7236589,14
W 82 St & Central Park West,-73.97137,40.78275,45
E 67 St & Park Ave,-73.96592081,40.7678008,39
Bond St & Fulton St,-73.98304269,40.68962189,31
E 41 St & Madison Ave,-73.97992194,40.75216528,31
W 42 St & Dyer Ave,-73.99379969,40.75898481,33
Monroe St & Tompkins Ave,-73.944694,40.686203,19
Schermerhorn St & Court St,-73.99183363,40.69102926,39
E 58 St & 1 Ave (NE Corner),-73.96226227,40.75892386,29
University Pl & E 8 St,-73.99490342,40.73143724,42
Verona Pl & Fulton St,-73.9476791,40.68035608,19
Soissons Landing,-74.01486576,40.69231661,29
Pier 40 - Hudson River Park,-74.01129574,40.72771408,23
W 27 St & 10 Ave,-74.00218427,40.75018156,37
9 Ave & W 28 St,-73.99923384,40.74937024,27
Mercer St & Bleecker St,-73.99662137,40.72706363,45
Cooper Square & Astor Pl,-73.9907527,40.72951496,59
Morris Canal,-74.03852552,40.71241882,14
Lafayette Park,-74.06285852,40.71346383,14
Brunswick & 6th,-74.05038893,40.72601173,14
Jersey & 6th St,-74.04557168,40.72528911,14
Jersey & 3rd,-74.04595256,40.72333159,14
Manila & 1st,-74.04288411,40.72165072,18
Columbus Drive,-74.03891444,40.7183552,14
Marin Light Rail,-74.04281706,40.71458404,26
Communipaw & Berry Lane,-74.06661093,40.71435837,14
Monmouth and 6th,-74.04879034,40.72568548,14
Dixon Mills,-74.04996783,40.72163014,18
Astor Place,-74.07126188,40.7192822,14
Leonard Gordon Park,-74.05727148,40.74590997,14
5 Ave & E 88 St,-73.95939,40.78307,38
W 89 St & Columbus Ave,-73.97041561,40.7882213,47
E 88 St & Park Ave,-73.95595908,40.7814107,38
W 87 St & Amsterdam Ave,-73.9747,40.78839,43
E 89 St & 3 Ave,-73.9521667,40.7806284,39
E 88 St & 1 Ave,-73.9488134,40.778301,39
W 90 St & Amsterdam Ave,-73.97288918,40.79017948,32
E 89 St & York Ave,-73.946041,40.7779453,35
5 Ave & E 93 St,-73.957481,40.7857851,43
W 92 St & Broadway,-73.9739,40.7921,24
E 91 St & Park Ave,-73.955327,40.7835016,38
Central Park W & W 96 St,-73.964839,40.79127,59
E 93 St & 2 Ave,-73.94891962,40.78245418,42
6 St & 7 Ave,-73.97988067,40.6686627,21
Warren St & Court St,-73.99383324,40.686371,23
E 98 St & Park Ave,-73.95206,40.78813,25
Prospect Park West & 8 St,-73.97637606,40.66514682,25
Columbus Ave & W 95 St,-73.968087,40.7919557,39
Columbus Ave & W 103 St,-73.96434123,40.7969347,22
Butler St & Court St,-73.99440329,40.6849894,25
6 Ave & 9 St,-73.98377641,40.668127,27
E 91 St & 2 Ave,-73.94965589,40.7811223,39
10 St & 7 Ave,-73.98199886,40.6662078,23
West End Ave & W 94 St,-73.974124,40.7941654,31
Kane St & Clinton St,-73.99645295,40.6861758,27
E 97 St & 3 Ave,-73.94860294,40.7859201,30
14 St & 7 Ave,-73.98396846,40.663779,24
Columbia St & Kane St,-74.0016256,40.68763155,21
1 Ave & E 94 St,-73.94594,40.7817212,39
6 Ave & 12 St,-73.9854617,40.6663181,29
W 95 St & Broadway,-73.971888,40.7937704,32
Henry St & Degraw St,-73.99917254,40.6847514,23
10 St & 5 Ave,-73.98700053,40.6686273,24
2 Ave & E 96 St,-73.9471673,40.7839636,39
14 St & 5 Ave,-73.98895053,40.666287,21
Central Park West & W 100 St,-73.96286845,40.79406661,49
Clinton St & Union St,-73.99785267,40.6831164,25
12 St & 4 Ave,-73.9904394,40.668603,25
W 106 St & Central Park West,-73.9605909,40.7981856,59
3 Ave & 14 St,-73.99333264,40.6685455,25
Clinton St & Centre St,-74.00194698,40.67434,21
3 Ave & E 100 St,-73.94728331,40.7877214,27
W 100 St & Manhattan Ave,-73.9645,40.795,39
Degraw St & Smith St,-73.99318208,40.6829151,27
Henry St & Bay St,-74.00494695,40.6725058,19
Riverside Dr & W 104 St,-73.97114574,40.8013434,39
Degraw St & Hoyt St,-73.99079025,40.68199044,19
Columbia St & Lorraine St,-74.0075572,40.6747055,21
Union St & 4 Ave,-73.98282002,40.6772744,28
E 97 St & Madison Ave,-73.953559,40.787801,41
Dwight St & Van Dyke St,-74.01195556,40.67363551,23
2 Ave & E 99 St,-73.94552579,40.7862586,31
Berkeley Pl & 6 Ave,-73.97846879,40.6765304,23
Wolcott St & Dwight St,-74.0100698,40.6753274,21
Central Park West & W 102 St,-73.96186,40.795346,41
Pioneer St & Richards St,-74.0094613,40.6777748,23
W 107 St & Columbus Ave,-73.96211287,40.7997568,23
Pioneer St & Van Brunt St,-74.011169,40.679043,19
Madison Ave & E 99 St,-73.95242929,40.78948542,35
Berkeley Pl & 7 Ave,-73.97523209,40.67514684,29
Van Brunt St & Wolcott St,-74.01275056,40.6773429,21
Coffey St & Conover St,-74.015665,40.677236,19
Grand Army Plaza & Plaza St West,-73.97087984,40.6729679,30
W 100 St & Broadway,-73.97041192,40.7973721,39
E 102 St & 1 Ave,-73.94164802,40.7869946,25
Sigourney St & Columbia St,-74.00879525,40.67267243,21
3 St & Prospect Park West,-73.97363831,40.668132,31
E 66 St & Madison Ave,-73.96845281,40.76800889,25
Amsterdam Ave & W 66 St,-73.98470567,40.7746671,21
W 106 St & Amsterdam Ave,-73.96644925,40.8008363,35
Garfield Pl & 8 Ave,-73.97484126,40.6711978,25
E 68 St & Madison Ave,-73.96703464,40.7691572,35
Amsterdam Ave & W 79 St,-73.9786517,40.7829391,25
Carroll St & 6 Ave,-73.9787282,40.6740886,23
Madison Ave & E 82 St,-73.96069399,40.7781314,34
E 102 St & Park Ave,-73.95033068,40.7904828,33
Carroll St & 5 Ave,-73.9814832,40.6751622,27
3 St & 7 Ave,-73.97839676,40.6703837,27
West End Ave & W 107 St,-73.96818053,40.8021174,31
5 Ave & E 103 St,-73.95249933,40.7922553,39
5 Ave & 3 St,-73.98352355,40.6728155,30
E 82 St & East End Ave,-73.9468208,40.7724607,29
E 78 St & 2 Ave,-73.95577801,40.7727966,25
E 74 St & 1 Ave,-73.95482273,40.7689738,39
3 St & 3 Ave,-73.98775226,40.6750705,27
Central Park North & Adam Clayton Powell Blvd,-73.955613,40.799484,36
3 Ave & E 72 St,-73.96060712,40.7699426,35
E 65 St & 2 Ave,-73.9622207,40.76471852,39
Carroll St & Bond St,-73.99037292,40.6786115,25
E 76 St & Park Ave,-73.96222088,40.773763,28
E 103 St & Lexington Ave,-73.94755757,40.7903051,35
3 St & Hoyt St,-73.99364123,40.6777287,21
Carroll St & Smith St,-73.99475825,40.680611,31
Cathedral Pkwy & Broadway,-73.96699104,40.804213,25
Smith St & 3 St,-73.99599099,40.6787242,25
1 Pl & Clinton St,-73.99905709,40.6809591,27
E 106 St & Madison Ave,-73.94945003,40.7934337,25
President St & Henry St,-73.99990419,40.6828003,25
Carroll St & Columbia St,-74.00348559,40.6830456,28
E 109 St & 3 Ave,-73.9432083,40.79329668,24
E 106 St & 1 Ave,-73.93956237,40.7892529,25
Commerce St & Van Brunt St,-74.00860912,40.6812117,19
Richards St & Delavan St,-74.00785041,40.6794327,19
Columbia St & W 9 St,-74.00647134,40.6769993,21
Henry St & W 9 St,-74.00324957,40.6763744,19
Clinton St & 4 Place,-74.00014502,40.6783563,25
Court St & Nelson St,-73.99869893,40.6763947,25
Smith St & 9 St,-73.99785768,40.6746957,23
7 St & 3 Ave,-73.98983002,40.67260298,24
E 110 St & Madison Ave,-73.94782145,40.7961535,24
Court St & State St,-73.99203074,40.6902375,23
4 Ave & 9 St,-73.98876585,40.6705135,31
7 St & 5 Ave,-73.98541675,40.6704922,27
5 St & 6 Ave,-73.98208968,40.6704836,23
Union St & Nevins St,-73.98765475,40.679098,23
Congress St & Clinton St,-73.99520919,40.6881529,27
Bergen St & Smith St,-73.99063168,40.6867443,35
Dean St & Hoyt St,-73.98759104,40.6864442,31
Bond St & Bergen St,-73.98620772,40.6849668,27
Pacific St & Nevins St,-73.98302136,40.6853761,18
Wyckoff St & 3 Ave,-73.98258555,40.6827549,22
Bergen St & Flatbush Ave,-73.97567332,40.68094472,33
Prospect Pl & 6 Ave,-73.97519523,40.6793307,25
7 Ave & Park Pl,-73.97324283,40.6776147,25
Baltic St & 5 Ave,-73.97854971,40.6795766,27
Plaza St West & Flatbush Ave,-73.97111473,40.6750207,33
Douglass St & 4 Ave,-73.98154004,40.6792788,27
Douglass St & 3 Ave,-73.98432695,40.6802133,21
Columbia St & Degraw St,-74.00242364,40.6859296,21
West Drive & Prospect Park West,-73.97945255,40.66106337,29
E 106 St & Lexington Ave,-73.945993,40.791976,27
2 Ave & E 104 St,-73.94370784,40.7892105,33
Lafayette St & Jersey St,-73.99600983,40.72430527,40
Hanson Pl & Ashland Pl,-73.9779076,40.68506807,39
Richardson St & N Henry St,-73.9422369,40.71907891,25
W 88 St & West End Ave,-73.9771834,40.79025417,35
Grand St & Elizabeth St,-73.99596,40.718822,45
Riverside Dr & W 91 St,-73.97700369,40.79313481,39
Fulton St & Adams St,-73.98949474,40.69241829,43
Eckford St & Engert Ave,-73.94800901,40.72146256,18
Bayard St & Leonard St,-73.94885391,40.71915572,43
Devoe St & Lorimer St,-73.94910336,40.71335226,19
Leonard St & Maujer St,-73.94705951,40.71036854,24
Jackson St & Leonard St,-73.94821286,40.71638032,22
E 53 St & 3 Ave,-73.96930575,40.75763228,34
E 16 St & Irving Pl,-73.98797393,40.73536706,37
India St & West St,-73.95995021,40.73181402,23
W 15 St & 10 Ave,-74.00747359,40.74275383,39
39 St & 2 Ave - Citi Bike HQ at Industry City,-74.01062787,40.65539977,33
2 Ave & 36 St - Citi Bike HQ at Industry City,-74.00870204,40.65708867,43
Picnic Point,-74.02535319,40.6851256,45
York St,-74.04105,40.71649,22
Montgomery St,-74.05099,40.71942,14
Schermerhorn St & Bond St,-73.98451656,40.68841743,30
E 116 St & 2 Ave,-73.937261,40.796879,31
E 118 St & 1 Ave,-73.93504,40.79747,21
E 118 St & Park Ave,-73.9419949,40.8005385,27
E 118 St & 3 Ave,-73.9389152,40.799139,31
E 115 St & Lexington Ave,-73.9423,40.797911,25
E 114 St & 1 Ave,-73.9362541,40.7945663,25
1 Ave & E 110 St,-73.9383,40.7923272,25
Pleasant Ave & E 116 St,-73.9333349,40.7949879,23
Pleasant Ave & E 120 St,-73.9311847,40.7974772,21
2 Ave & E 122 St,-73.9349,40.8006721,25
E 115 St & Madison Ave,-73.944846,40.7989445,31
E 118 St & Madison Ave,-73.9442507,40.8014866,29
Lexington Ave & E 111 St,-73.9441232,40.7954121,29
Madison Ave & E 120 St,-73.942954,40.80295,30
E 123 St & Lexington Ave,-73.9379,40.8029263,27
Lexington Ave & E 127 St,-73.936322,40.805726,32
Lexington Ave & E 120 St,-73.9398167,40.8013066,29
St Nicholas Ave & Manhattan Ave,-73.953149,40.809725,31
Lenox Ave & W 115 St,-73.9500739,40.8011939,31
Adam Clayton Powell Blvd & W 123 St,-73.949373,40.8078316,31
Adam Clayton Powell Blvd & W 115 St,-73.9532423,40.802535,22
27 Ave & 4 St,-73.9337894,40.7747175,11
21 St & Hoyt Ave S,-73.923706,40.774645,21
Astoria Park S & Shore Blvd,-73.927631,40.7767,12
24 Ave & 26 St,-73.918544,40.774591,15
31 St & Astoria Blvd,-73.9184057,40.7699176,31
31 St & Hoyt Ave N,-73.9170074,40.7711528,27
Lenox Ave & W 126 St,-73.9452087,40.808442,30
Lenox Ave & W 111 St,-73.9523,40.7987859,32
37 St & 24 Ave,-73.9120938,40.7701477,19
24 Ave & 29 St,-73.916142,40.7729,25
19 St & 24 Ave,-73.9225403,40.7774552,23
23 Ave & 27 St,-73.9153175,40.776165,21
31 St & 23 Ave,-73.9125551,40.7747878,27
5 Ave & E 126 St,-73.941747,40.80698,16
Steinway St & 23 Ave,-73.9077436,40.7713937,17
Lenox Ave & W 130 St,-73.9430681,40.8107922,14
Crescent St & Ditmars Blvd,-73.9145645,40.7787185,19
Frederick Douglass Blvd & W 129 St,-73.9492286,40.8125511,26
Ditmars Blvd & 19 St,-73.9183302,40.78145,27
St. Nicholas Ave & W 126 St,-73.9518776,40.8114323,34
Frederick Douglass Blvd & W 117 St,-73.954692,40.805159,39
Mt Morris Park W & W 120 St,-73.945925,40.804038,17
W 116 St & Broadway,-73.9641,40.8082,43
Carlton Ave & Dean St,-73.9710097,40.6809741,29
W 110 St & Amsterdam Ave,-73.96295,40.802692,45
W 116 St & Amsterdam Ave,-73.9607082,40.8067581,43
Morningside Ave & W 123 St,-73.9551508,40.81,35
Amsterdam Ave & W 125 St,-73.956461,40.813358,39
Amsterdam Ave & W 119 St,-73.9596214,40.8086249,29
Morningside Dr & Amsterdam Ave,-73.95736456,40.81028506,35
Underhill Ave & Pacific St,-73.9646795,40.6804836,27
Broadway & W 122 St,-73.9612547,40.8120562,33
Pacific St & Classon Ave,-73.9587903,40.6791944,21
Broadway & Moylan Pl,-73.9590255,40.8143256,41
Grand Ave & Bergen St,-73.962408,40.678045,25
3 Ave & E 112 St,-73.941606,40.795508,23
W 113 St & Broadway,-73.964928,40.805973,39
Frederick Douglass Blvd & W 112 St,-73.957145,40.801694,37
28 St & 41 Ave,-73.93797,40.751047,27
24 St & 41 Ave,-73.9397405,40.7527085,15
40 Ave & 9 St,-73.945133,40.75742,19
Bergen St & Vanderbilt Ave,-73.9680438,40.6794388,27
21 St & 38 Ave,-73.9391224,40.7576314,19
28 St & 38 Ave,-73.934326,40.754876,13
37 Ave & 35 St,-73.9279917,40.7531106,26
Classon Ave & St Marks Ave,-73.9596082,40.6765198,27
28 St & 36 Ave,-73.932719,40.757186,29
21 St & 36 Ave,-73.9362726,40.7601853,19
36 Ave & 10 St,-73.9411265,40.7614376,19
Crescent St & 35 Ave,-73.9321455,40.7596276,25
11 St & 35 Ave,-73.9391141,40.7627442,19
34 St & 35 Ave,-73.9262231,40.7569332,18
Franklin Ave & St Marks Ave,-73.9561677,40.6758324,29
35 Ave & 37 St,-73.9236611,40.7557327,14
Bedford Ave & Bergen St,-73.952918,40.676368,24
34 Ave & 38 St,-73.921631,40.756913,33
35 St & 34 Ave,-73.9242751,40.7580583,25
Prospect Pl & Underhill Ave,-73.96579,40.6769694,23
Crescent St & 34 Ave,-73.930562,40.76108,19
Park Pl & Vanderbilt Ave,-73.969024,40.6767,27
34 Ave & 21 St,-73.9342862,40.7628138,23
Park Pl & Franklin Ave,-73.9564947,40.6741806,21
Sterling Pl & Bedford Ave,-73.954131,40.672695,25
St Johns Pl & Washington Ave,-73.9631611,40.6737236,30
Underhill Ave & Lincoln Pl,-73.9671457,40.6740123,27
Lincoln Pl & Classon Ave,-73.9609,40.6721683,28
Eastern Pkwy & Washington Ave,-73.9631145,40.6716493,31
Eastern Pkwy & Franklin Ave,-73.9576801,40.6707767,42
Union St & Bedford Ave,-73.9554162,40.6691783,24
34 Ave & 13 St,-73.9364848,40.7638753,19
Carroll St & Washington Ave,-73.9618148,40.6686744,27
Vernon Blvd & 10 St,-73.9373554,40.7671863,18
Broadway & 12 St,-73.9347774,40.7668,14
Carroll St & Franklin Ave,-73.9588,40.6679411,19
21 St & 31 Dr,-73.930819,40.7659,21
Crescent St & Broadway,-73.9286471,40.7633589,14
31 St & Broadway,-73.925921,40.761584,21
35 St & Broadway,-73.9222427,40.760339,18
Sullivan Pl & Bedford Ave,-73.9574686,40.6642406,19
43 St & Broadway,-73.9166368,40.7577284,25
Newton Rd & 44 St,-73.9142678,40.7595701,12
Franklin Ave & Empire Blvd,-73.9605695,40.66314,17
Sterling St & Bedford Ave,-73.9569115,40.6627059,19
31 Ave & 34 St,-73.920827,40.763154,6
31 Ave & 30 St,-73.9240312,40.7647,21
North Moore St & Greenwich St,-74.01030064,40.72019521,30
Jay St & York St,-73.9867267,40.70140317,27
Rogers Ave & Sterling St,-73.9538746,40.6630619,17
31 Ave & Crescent St,-73.9265474,40.7658346,9
49 Ave & 21 St,-73.948852,40.74252,21
31 Ave & 14 St,-73.9322662,40.7682,19
Vernon Blvd & 31 Ave,-73.9354504,40.7692475,23
Vernon Blvd & 30 Rd,-73.934171,40.770845,22
Vernon Blvd & 47 Rd,-73.9534573,40.7449067,31
30 Ave & 21 St,-73.9286078,40.7703743,15
Center Blvd & 48 Ave,-73.957539,40.745038,6
Crescent St & 30 Ave,-73.9249574,40.768692,23
44 Dr & 21 St,-73.9460927,40.748,17
Steinway St & 28 Ave,-73.9136695,40.7656251,25
28 Ave & 35 St,-73.9169858,40.7671,14
27 St & Hunter St,-73.941275,40.7485,25
Newtown Ave & 23 St,-73.9246145,40.7713615,19
11 St & 43 Ave,-73.9479119,40.7519071,23
27 Ave & 9 St,-73.9309134,40.7739825,19
E 128 St & Madison Ave,-73.939182,40.80756,15
W 120 St & Claremont Ave,-73.9634,40.8109494,39
Lenox Ave & W 117 St,-73.9490782,40.8025566,31
Adam Clayton Powell Blvd & W 126 St,-73.94776493,40.80949535,33
Frederick Douglass Blvd & W 115 St,-73.9559308,40.8038654,33
Crown St & Bedford Ave,-73.956741,40.666563,27
Fulton St & Waverly Ave,-73.96599591,40.68323865,31
Washington St,-74.0354826,40.7242941,18
Harborside,-74.034234,40.7192517,30
Journal Square,-74.0625,40.73367,18
Broadway & W 25 St,-73.98918629,40.74286877,42
35 Ave & 10 St,-73.9398551,40.76315482,26
48 Ave & 30 Pl,-73.93725872,40.74128309,23
Flushing Ave & Vanderbilt Ave,-73.9707756,40.69795032,25
W 129 St & Convent Ave,-73.95324737,40.81439444,30
31 St & Northern Blvd,-73.9334929,40.75186951,35
E 2 St & Avenue A,-73.98583621,40.72307749,40
Montgomery St & Franklin Ave,-73.96055639,40.66643931,19
31 Ave & Steinway St,-73.91691685,40.7612939,21
Leonard St & Nassau Ave,-73.94984365,40.72395678,26
E 81 St & 2 Ave,-73.95427465,40.77477945,37
Dean St & Franklin Ave,-73.95563722,40.67759207,21
3 Ave & E 95 St,-73.94968539,40.7845968,31
Van Brunt St & Van Dyke St,-74.01472628,40.67583294,24
Glenwood Ave,-74.07106072,40.72755147,18
Fairmount Ave,-74.07195926,40.72572614,18
Bergen Ave,-74.071455,40.72210379,14
E 43 St & 5 Ave,-73.98025185,40.75412081,55
Grand St,-74.03768331,40.71517768,18
Gansevoort St & Hudson St,-74.00507033,40.7394482,39
E 33 St & 1 Ave,-73.97449784,40.74322681,59
W 104 St & Amsterdam Ave,-73.9664948,40.79904139,47
Park Pl & Church St,-74.00935516,40.71334184,36
28 Ave & 44 St,-73.91065121,40.76408932,19
5 St & Market St,-73.97440128,40.69999748,15
N 11 St & Kent Ave,-73.95921931,40.72248189,27
Jackson Square,-74.0789,40.71113,18
W 64 St & Thelonious Monk Circle,-73.98918696,40.77515953,43
W 50 St & 9 Ave,-73.98917958,40.76360468,30
47 Ave & Skillman Ave,-73.94176483,40.74375241,19
Lexington Ave & E 26 St,-73.983293,40.741459,55
W 13 St & 5 Ave,-73.99431,40.735445,29
W 15 St & 6 Ave,-73.99642959,40.73804614,51
E 13 St & Avenue A,-73.98067966,40.72966729,47
W 35 St & Dyer Ave,-73.99740189,40.75469175,41
Division Av & Hooper St,-73.9544354,40.70684203,61
Driggs Ave & N 9 St,-73.95520136,40.71816969,31
40 Ave & Crescent St,-73.93795609,40.7535992,23
E 11 St & Avenue B,-73.97950418,40.72746421,46
Wyckoff St & Bond St,-73.98721285,40.68461654,23
31 St & Newtown Ave,-73.92093346,40.76754878,35
Cadman Plaza E & Johnson St,-73.99015725,40.69531728,30
7 Ave & Central Park South,-73.97906899,40.76674056,39
2 Ave & E 72 St,-73.95840794,40.76876203,41
Center Blvd & 51 Ave,-73.95960689,40.74336608,20
Frost St & Meeker Ave,-73.94880027,40.71766197,38
Pierrepont St & Monroe Pl,-73.99344027,40.69535693,24
Avenue C & E 18 St,-73.973984,40.730563,46
E 58 St &  1 Ave (NW Corner),-73.962658,40.759125,50
Stanton St & Norfolk St,-73.986274,40.720747,35
36 Ave & 31 St,-73.92957486,40.75651273,27
6 Ave & Broome St,-74.00473036,40.72430832,48
E 84 St & 3 Ave,-73.9551276,40.77755374,33
Lexington Ave & E 36 St,-73.97880077,40.74757396,23
DeKalb Ave & Franklin Ave,-73.95746179,40.69064807,19
White St & Moore St,-73.9351,40.704508,21
Stagg St & Morgan Ave,-73.93372,40.710681,23
George St & Wilson Ave,-73.92997,40.702997,19
Irving Ave & Jefferson St,-73.92535,40.70538,19
Willoughby Ave & Wyckoff Ave,-73.92153,40.705614,23
Cedar St & Myrtle Ave,-73.926241,40.697842,27
3 Ave & Carroll St,-73.9865,40.677027,27
Wyckoff Av & Jefferson St,-73.923711,40.707165,27
Bushwick Ave & McKibbin St,-73.93936,40.705517,21
Bushwick Ave & Stagg St,-73.94008,40.709897,21
Sharon St & Olive St,-73.93856,40.715353,24
Powers St & Olive St,-73.93894,40.71323,19
Waterbury St & Stagg St,-73.93734,40.71019,23
White St & Johnson Ave,-73.93581,40.707174,23
Central Ave & Flushing Ave,-73.9333,40.702831,21
McKibbin St & Bogart St,-73.933871,40.706237,30
Devoe St & Morgan Ave,-73.93515,40.713811,19
Knickerbocker Ave & Thames St,-73.92976,40.70539,20
Knickerbocker Ave & George St,-73.92836,40.704425,23
Suydam St & Knickerbocker Ave,-73.923769,40.702013,27
Central Ave & Starr Street,-73.92834,40.700003,23
Stockholm St & Wilson Ave,-73.923044,40.699304,23
Irving Ave & DeKalb Ave,-73.92095,40.7027,27
Hart St & Wyckoff Ave,-73.919911,40.704876,24
Greene Av & Myrtle Av,-73.918877,40.698568,30
Brooklyn Bridge Park - Pier 2,-73.997178,40.698458,31
Cliff St & Fulton St,-74.00495,40.70838,37
Dock 72 Way & Market St,-73.97141,40.69985,22
E 12 St & 4 Av,-73.98974,40.73269,27
Henry St & Middagh St,-73.991581,40.7003,37
Hoboken Ave at Monmouth St,-74.04696375,40.73520838,32
Stuyvesant Walk & 1 Av Loop,-73.97898383,40.73233978,71
10 St & 2 Ave,-73.993612,40.671907,19
